nama_upt,jenis_upt,provinsi,kanwil,latitude,longitude,coordinate_quality,aktif,catatan_verifikasi
Lapas Kelas IIA Banda Aceh,Lapas,Aceh,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Bangkalan,Rutan,Jawa Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Gresik,Rutan,Jawa Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Kraksaan,Rutan,Jawa Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Magetan,Rutan,Jawa Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Nganjuk,Rutan,Jawa Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Pacitan,Rutan,Jawa Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Ponorogo,Rutan,Jawa Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Sampang,Rutan,Jawa Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Situbondo,Rutan,Jawa Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Sumenep,Rutan,Jawa Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Trenggalek,Rutan,Jawa Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Perempuan Kelas IIA Surabaya,Rutan,Jawa Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Pontianak,Lapas,Kalimantan Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Ketapang,Lapas,Kalimantan Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Singkawang,Lapas,Kalimantan Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Sintang,Lapas,Kalimantan Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Perempuan Kelas IIA Pontianak,Lapas,Kalimantan Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIA Pontianak,Rutan,Kalimantan Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Bengkayang,Rutan,Kalimantan Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Landak,Rutan,Kalimantan Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Mempawah,Rutan,Kalimantan Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Putussibau,Rutan,Kalimantan Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Sambas,Rutan,Kalimantan Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Sanggau,Rutan,Kalimantan Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Banjarmasin,Lapas,Kalimantan Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Kotabaru,Lapas,Kalimantan Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Amuntai,Lapas,Kalimantan Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Banjar Baru,Lapas,Kalimantan Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Tanjung,Lapas,Kalimantan Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Narkotika Kelas IIA Karang Intan,Lapas,Kalimantan Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Perempuan Kelas IIA Martapura,Lapas,Kalimantan Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Barabai,Rutan,Kalimantan Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Kandangan,Rutan,Kalimantan Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Marabahan,Rutan,Kalimantan Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Pelaihari,Rutan,Kalimantan Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Rantau,Rutan,Kalimantan Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Tanjung,Rutan,Kalimantan Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Palangkaraya,Lapas,Kalimantan Tengah,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Muara Teweh,Lapas,Kalimantan Tengah,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Pangkalan Bun,Lapas,Kalimantan Tengah,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Sampit,Lapas,Kalimantan Tengah,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Sukamara,Lapas,Kalimantan Tengah,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Narkotika Kelas IIA Kasongan,Lapas,Kalimantan Tengah,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Perempuan Kelas IIA Palangkaraya,Lapas,Kalimantan Tengah,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIA Palangkaraya,Rutan,Kalimantan Tengah,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Buntok,Rutan,Kalimantan Tengah,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Kuala Kapuas,Rutan,Kalimantan Tengah,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Tamiang Layang,Rutan,Kalimantan Tengah,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Balikpapan,Lapas,Kalimantan Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Bontang,Lapas,Kalimantan Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Samarinda,Lapas,Kalimantan Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Tarakan,Lapas,Kalimantan Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Tenggarong,Lapas,Kalimantan Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Nunukan,Lapas,Kalimantan Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Narkotika Kelas IIA Samarinda,Lapas,Kalimantan Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Perempuan Kelas IIA Samarinda,Lapas,Kalimantan Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIA Samarinda,Rutan,Kalimantan Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Balikpapan,Rutan,Kalimantan Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Tanah Grogot,Rutan,Kalimantan Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Tanjung Redeb,Rutan,Kalimantan Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Batam,Lapas,Kepulauan Riau,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Tanjung Pinang,Lapas,Kepulauan Riau,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Dabo Singkep,Lapas,Kepulauan Riau,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Narkotika Kelas IIA Tanjung Pinang,Lapas,Kepulauan Riau,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Perempuan Kelas IIB Batam,Lapas,Kepulauan Riau,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas I Tanjung Pinang,Rutan,Kepulauan Riau,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIA Batam,Rutan,Kepulauan Riau,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Tanjung Balai Karimun,Rutan,Kepulauan Riau,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas I Bandar Lampung,Lapas,Lampung,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Kalianda,Lapas,Lampung,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Kotabumi,Lapas,Lampung,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Metro,Lapas,Lampung,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Gunung Sugih,Lapas,Lampung,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Kota Agung,Lapas,Lampung,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Waykanan,Lapas,Lampung,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Narkotika Kelas IIA Bandar Lampung,Lapas,Lampung,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Perempuan Kelas IIA Bandar Lampung,Lapas,Lampung,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas I Bandar Lampung,Rutan,Lampung,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Kota Agung,Rutan,Lampung,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Kotabumi,Rutan,Lampung,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Krui,Rutan,Lampung,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Menggala,Rutan,Lampung,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Sukadana,Rutan,Lampung,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Ambon,Lapas,Maluku,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Piru,Lapas,Maluku,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Tual,Lapas,Maluku,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Bandanaira,Lapas,Maluku,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Dobo,Lapas,Maluku,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Geser,Lapas,Maluku,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Namlea,Lapas,Maluku,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Saparua,Lapas,Maluku,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Saumlaki,Lapas,Maluku,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Wahai,Lapas,Maluku,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Wonreli,Lapas,Maluku,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Perempuan Kelas III Ambon,Lapas,Maluku,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIA Ambon,Rutan,Maluku,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Masohi,Rutan,Maluku,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Ternate,Lapas,Maluku Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Jailolo,Lapas,Maluku Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Sanana,Lapas,Maluku Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Tobello,Lapas,Maluku Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Labuha,Lapas,Maluku Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Perempuan Kelas III Ternate,Lapas,Maluku Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Soa Siu,Rutan,Maluku Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Ternate,Rutan,Maluku Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Weda,Rutan,Maluku Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Mataram,Lapas,Nusa Tenggara Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Sumbawa Besar,Lapas,Nusa Tenggara Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Dompu,Lapas,Nusa Tenggara Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Selong,Lapas,Nusa Tenggara Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Perempuan Kelas III Mataram,Lapas,Nusa Tenggara Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Terbuka Kelas IIB Lombok Tengah,Lapas,Nusa Tenggara Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Praya,Rutan,Nusa Tenggara Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Raba Bima,Rutan,Nusa Tenggara Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Kupang,Lapas,Nusa Tenggara Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Waingapu,Lapas,Nusa Tenggara Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Atambua,Lapas,Nusa Tenggara Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Ende,Lapas,Nusa Tenggara Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Kalabahi,Lapas,Nusa Tenggara Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Waikabubak,Lapas,Nusa Tenggara Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Baa,Lapas,Nusa Tenggara Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Lembata,Lapas,Nusa Tenggara Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Perempuan Kelas IIB Kupang,Lapas,Nusa Tenggara Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Terbuka Kelas IIB Waikabubak,Lapas,Nusa Tenggara Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Bajawa,Rutan,Nusa Tenggara Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Kefamenanu,Rutan,Nusa Tenggara Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Kupang,Rutan,Nusa Tenggara Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Larantuka,Rutan,Nusa Tenggara Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Maumere,Rutan,Nusa Tenggara Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Ruteng,Rutan,Nusa Tenggara Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Soe,Rutan,Nusa Tenggara Timur,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Abepura,Lapas,Papua,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Biak,Lapas,Papua,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Merauke,Lapas,Papua,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Nabire,Lapas,Papua,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Serui,Lapas,Papua,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Timika,Lapas,Papua,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Wamena,Lapas,Papua,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Tanah Merah,Lapas,Papua,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Narkotika Kelas IIA Jayapura,Lapas,Papua,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Perempuan Kelas III Jayapura,Lapas,Papua,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Fakfak,Lapas,Papua Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Manokwari,Lapas,Papua Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Sorong,Lapas,Papua Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Kaimana,Lapas,Papua Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Teminabuhan,Lapas,Papua Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Perempuan Kelas III Manokwari,Lapas,Papua Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Bintuni,Rutan,Papua Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Bagan Siapi-Api,Lapas,Riau,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Bangkinang,Lapas,Riau,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Bengkalis,Lapas,Riau,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Pekanbaru,Lapas,Riau,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Tembilahan,Lapas,Riau,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Pasir Pangarayan,Lapas,Riau,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Selat Panjang,Lapas,Riau,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Teluk Kuantan,Lapas,Riau,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Narkotika Kelas IIB Rumbai,Lapas,Riau,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Perempuan Kelas IIA Pekanbaru,Lapas,Riau,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Terbuka Kelas III Rumbai,Lapas,Riau,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas I Pekanbaru,Rutan,Riau,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Dumai,Rutan,Riau,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Rengat,Rutan,Riau,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Siak Sri Indrapura,Rutan,Riau,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Polewali,Lapas,Sulawesi Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Mamasa,Lapas,Sulawesi Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Perempuan Kelas III Mamuju,Lapas,Sulawesi Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Majene,Rutan,Sulawesi Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Mamuju,Rutan,Sulawesi Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Pasangkayu,Rutan,Sulawesi Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas I Makassar,Lapas,Sulawesi Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Bulukumba,Lapas,Sulawesi Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Palopo,Lapas,Sulawesi Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Pare-Pare,Lapas,Sulawesi Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Watampone,Lapas,Sulawesi Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Takalar,Lapas,Sulawesi Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Narkotika Kelas IIA Sungguminasa,Lapas,Sulawesi Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Perempuan Kelas IIA Sungguminasa,Lapas,Sulawesi Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas I Makassar,Rutan,Sulawesi Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Bantaeng,Rutan,Sulawesi Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Barru,Rutan,Sulawesi Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Enrekang,Rutan,Sulawesi Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Jeneponto,Rutan,Sulawesi Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Makale,Rutan,Sulawesi Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Malino,Rutan,Sulawesi Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Masamba,Rutan,Sulawesi Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Pangkajene,Rutan,Sulawesi Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Pinrang,Rutan,Sulawesi Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Selayar,Rutan,Sulawesi Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Sengkang,Rutan,Sulawesi Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
